2021-04-05 23:58:33,@timothysykes People will use any excuse to cover up the fact they aren’t prepared for what the trading may bring..… https://t.co/EyoXxjcMIW
2021-04-05 23:57:43,$FB ‘s Oculus is on the International Space Station. $FB - major first mover advantage in VR? @Post_Market… https://t.co/AMEkEIZ3EB
2021-04-05 23:57:28,"$PINS 5m. Starting to scale out from dip buys, scaled 1/2 79.79, next scale in the 80's. Communication sector stron… https://t.co/mgtSKjbQJF"
2021-04-05 23:56:16," @SupportTheVets: 🚨 Former Japanese PM Shinzō Abe Financial firm just bought 40,000,000 XRP 3 minutes ago! yes 40 Million $XRP #Ripple 3…"
2021-04-05 23:56:02,Number of leading stocks today: 264 $SPY $QQQ $FB $GOOGL $AMZN $AAPL #DailyStkLeaderCount #Bitcoin #BTC
2021-04-05 23:54:40," @ZebrasPortfolio: What a great day for FAANG owners

$FB +3.43%
$AMZN +2.08%
$AAPL +2.36%
$NFLX +0.23%
$GOOGL +4.19%

This Zebra it’s lo…"
2021-04-05 23:53:59,"Good luck on red market tomorrow. 

$TSLa $FB $AAPL $GOOGL $ORCL $NCLH $RCL $CCL $BA $AAL $DAL $UAL $WYNN $CZR $MGM… https://t.co/bRNe5wHPLM"
2021-04-05 23:53:54," @TheStreet: .@jimcramer and @byKatherineRoss discuss what cybersecurity concerns mean for Facebook ( $FB ).
https://t.co/vIUTvn6iMa"
2021-04-05 23:53:52,Communication co’s $FB &amp; $GOOGL reached all-time closing highs. https://t.co/TP6cdwqxuC
2021-04-05 23:53:30,"🚨 Former Japanese PM Shinzō Abe Financial firm just bought 40,000,000 XRP 3 minutes ago! yes 40 Million $XRP… https://t.co/DY5Admq4TG"
2021-04-05 23:53:26,via BarrySchwartzBW: This was a well timed purchase of $FB https://t.co/nNpqf6dsmc $fb
2021-04-05 23:52:49,Soooo $SHW back to $850? These are the kinda plays I enjoy making $aapl $nflx $amzn $tsla $goog $fb
2021-04-05 23:52:05,This was a well timed purchase of $FB https://t.co/vnrafRLg1M
2021-04-05 23:50:26,via BarrySchwartzBW: Hmm. GOOG then FB now AMZN. Can’t underperform for that long... $fb
2021-04-05 23:50:03," @RihardJarc: A lot of investors were sleeping on $FB; now they are playing catch up. 

You can always find 100 reasons why not to like i…"
2021-04-05 23:47:29,"@rnebhwani @Meesho_Official @WhatsApp @Facebook @instagram Not to mention advertising potential, which is their 🍞 and 🧈 $FB"
2021-04-05 23:46:37,"@rnebhwani @Meesho_Official @WhatsApp @Facebook @instagram Thanks @rnebhwani. From my perspective, $FB is doing ama… https://t.co/Vg7JboU9Kk"
2021-04-05 23:44:30,"What a great day for FAANG owners

$FB +3.43%
$AMZN +2.08%
$AAPL +2.36%
$NFLX +0.23%
$GOOGL +4.19%

This Zebra it’s… https://t.co/Dx5CaiD4nJ"
2021-04-05 23:44:30," @StockTweets6: Facebook, Alphabet and Microsoft shares soar to all-time highs $FB $GOOGL $MSFT $Spy  https://t.co/AN6LwCBfX9"
2021-04-05 23:44:29,$NQ_F nice move upside 13629-13900. Above that has 14400. $QQQ 325/28-334-343. $NDX $AAPL $AMZN $FB $TSLA https://t.co/oiS2M1vmLh
2021-04-05 23:44:26,@erikcbutler I wholeheartedly disagree. Next leg up imo comes from rotation into reasonable priced growth as in 10x… https://t.co/pkOcClWvTy
2021-04-05 23:44:13, @LiviamCapital: $FB &amp; $GOOG just a matter of favorable risk/reward playing out. Basic stuff. Nothing to do with being smart or predictin…
2021-04-05 23:43:53,@tpsojda @Meesho_Official @WhatsApp @Facebook @instagram Looks interesting and I can see how Indians can get hooked… https://t.co/ldw0eyRCD8
2021-04-05 23:43:14,"Watchlist for tomorrow: 
- $AMZN momentum / 3252 -&gt; 3300
- $GOOGL momentum / 2235 -&gt; 2254
- $FB momentum  / 310 -&gt;… https://t.co/R6Vg7SC8y7"
2021-04-05 23:43:09,"Facebook, Alphabet and Microsoft shares soar to all-time highs $FB $GOOGL $MSFT $Spy  https://t.co/AN6LwCBfX9"
2021-04-05 23:42:57," @business: The leak includes personal information on 533 million Facebook users, such as phone numbers, Facebook IDs, full names, locati…"
2021-04-05 23:42:21,"this list of boycotted companies is getting long:
Nike - $NKE
Disney - $DIS
Google - $GOOG
Facebook - $FB
Twitter -… https://t.co/dvqlvzXF6L"
2021-04-05 23:41:18," @54thParallel: Number of monthly users on Steam using VR headsets now at ~3 million (2.3% of all users)
58% of users are using Oculus he…"
2021-04-05 23:41:08, @Fxhedgers: $3.2 MILLION IN BULLISH CALL OPTION BETS IN FACEBOOK TODAY $FB
2021-04-05 23:37:25,$FB broke out of about a 31wk cup w/o handle today on above avg vol and a 10d pocket pivot. Its already put in abou… https://t.co/FgMGKLhfnQ
2021-04-05 23:37:19,"$FB Facebook, Inc. SEC Filing: Form 4 https://t.co/Mv5TDO8v1g"
2021-04-05 23:36:44,"🚨 Former Japanese PM Shinzō Abe Financial firm just bought 50,000,000 XRP 3 minutes ago! yes 50 Million $XRP… https://t.co/nvQo7cTFfS"
2021-04-05 23:36:13, @LiviamCapital: $FB &amp; $GOOG just a matter of favorable risk/reward playing out. Basic stuff. Nothing to do with being smart or predictin…
2021-04-05 23:35:26,@FromValue That was noise in my opinion. $FB undervalued. Also helps that they are a friend of the administration a… https://t.co/tCTQARAlhn
2021-04-05 23:35:23,"Man...Arkk selling all their liquid large caps like $aapl, $fb, $amzn, $goog to buy those illiquid high growth smal… https://t.co/kqovS2DmJU"
2021-04-05 23:35:12,"@NickGreenr Used to buy my little brother Alcohol for parties all the time. Long $FB 

I know it’s hard for $FB Bea… https://t.co/2ZxrNWNEmS"
2021-04-05 23:33:44," @adamscrabble: $TSLA is my clean energy mutual fund
$FB is my platform/surveillance etc mutual fund
Cashed from $GOOG
I hold $BA lockhee…"
2021-04-05 23:33:28,$FB these calls hit $12 today from $2...congrats to those that were in
2021-04-05 23:33:18,@FromValue Same. I closed the position last Feb at $209 knowing $300+ was just around the corner. Opened at $39.… https://t.co/lWETtxG9jE
2021-04-05 23:33:12,"4/6/21

pivot: 4056

above targeting 4094, 4119

below targeting 4040, 4016, 4000

$SPY $SPX #ES_F 
$QQQ $NDX #NQ_F… https://t.co/QuEupSgwsp"
2021-04-05 23:32:59,$FB straight from the WL - told you it wanted ATH! https://t.co/N5blut6oYh
2021-04-05 23:32:13,"Owning $FB is like selling your underaged brother alcohol and cigarettes. 

You just kinda suck."
2021-04-05 23:31:27," @Albert_trades: $FB

Insane strength, would love a pullback to load up for the move into the high 300's. https://t.co/Kw6xaDwsDu"
2021-04-05 23:31:02,$FB - Statement of Changes in Beneficial Ownership (4) https://t.co/Vc6QtkafIp
2021-04-05 23:30:46,"$TSLA $FB $AMZN $AAPL $NFLX $GOOGL $GOOG $FAANG 

THE BEARS ARE DONE FOR THE WEEK https://t.co/0sXnvvOgaS"
2021-04-05 23:30:23,$penn $ino $mara $aal $tsla $opti $spy  $srne $sunw  $dkng $aapl $hexo $boxl $ibio $vxrt $acb $nio $fb   $gme $fsr… https://t.co/mTuFz9iOOi
2021-04-05 23:30:00,"Insider Mark Zuckerberg reports selling 58,973 shares of $FB for a total cost of $17,638,267.37 https://t.co/8wi1cSBccq"
2021-04-05 23:29:43,"#FWSells $FB Zuckerberg Mark, COB and CEO of Facebook Inc sold 58,973 shares on 2021-04-01. https://t.co/PpegPiiJ0W"
2021-04-05 23:27:49," @SupportTheVets: 🚨Someone in Japan just bought 42,500,000 yes 42.5 Million $XRP #Ripple 3 minutes ago! #XRP is up 53% on the day WOW 🚨Bu…"
2021-04-05 23:27:35,$FB can we can continue this move throughout rest of the week? Another $5 higher would make me feel better… https://t.co/TSy7LI9LMr
2021-04-05 23:27:22," @StocksPilgrim: $TSLA calls: 120% ✅
$IBM calls: 96% ✅
$MARA calls and shares: 83% ✅
$EEENF shares: 42% ✅
$MSFT calls: 40% ✅
$FB calls: 4…"
2021-04-05 23:25:09," @Bruno_J_Navarro: Facebook pledged to suspend political donations, then quietly funneled $50,000 to GOP group pushing voter suppression…"
2021-04-05 23:24:13,@HowlWithWOLF @LamontyTrades @DecadeInvestor @ParrotStock @MaxTheComrade @LukeDonay @GuruExaminer @fatbabyfunds… https://t.co/qza1To6WIf
2021-04-05 23:24:02,"$FB Facebook, Inc. SEC Filing: Form 4 https://t.co/z7NCbK7XH1"
2021-04-05 23:23:53," @DZierler: How #disruptive #innovation works:

“The Age Of The Microdisplay Has Arrived!”

https://t.co/6FUovZmW79

$KOPN $EMAN $SNE $HI…"
2021-04-05 23:22:53,"How #disruptive #innovation works:

“The Age Of The Microdisplay Has Arrived!”

https://t.co/6FUovZmW79

$KOPN… https://t.co/qPn7Ln1TIZ"
2021-04-05 23:22:41,"And other popular stocks discussed along with $CCIV on twitter $cciv $tsla $nio $gme $amc $aapl $fubo $fsr
$pltr… https://t.co/FXFho4ViB3"
2021-04-05 23:22:32," @Beth_Kindig: Today we take a look at YoY app download data for the month of March.

$EXPE $ABNB $SNAP $BKNG $PINS $AMZN $FB $MTCH $TWTR…"
2021-04-05 23:21:58," @ripster47: #tradingtips 
What did I say about Trend?

Quit buying dips in FOMO!

Wait for Trend Day to build, confirmation!
Buy high Se…"
2021-04-05 23:21:23,"🚨Someone in Japan just bought 42,500,000 yes 42.5 Million $XRP #Ripple 3 minutes ago! #XRP is up 53% on the day WOW… https://t.co/1kqxbuU92a"
2021-04-05 23:19:31,@HowlWithWOLF @LamontyTrades @DecadeInvestor @ParrotStock @MaxTheComrade @LukeDonay @GuruExaminer @fatbabyfunds… https://t.co/tbBZ4gNRoo
2021-04-05 23:19:03,$FB - Statement of Changes in Beneficial Ownership (4) https://t.co/A6B532Tvsk
2021-04-05 23:19:02,$FB NEW AICLE : Facebook Rolling Out Dynamic Streaming Ads https://t.co/mXH0xafGCG Get all the latest $FB related… https://t.co/PJ1ygzU9EP
2021-04-05 23:18:53,"$FB Facebook - 4 (Statement of Changes in Beneficial Ownership) SEC Filing
From our Stock News Alerts App"
2021-04-05 23:18:34,Evercore logs picks for an Internet sector at high (but not peak) valuation https://t.co/f582PgbycR $FB $PINS $AMZN… https://t.co/UrjCCXAsU2
2021-04-05 23:18:26,$MSFT $FB were great plays today
2021-04-05 23:18:00,$FB new insider selling: 3147 shares. https://t.co/Edq9wnvzWa
2021-04-05 23:17:11,"Insider Taylor Susan J.S. reports selling 3,147 shares of $FB for a total cost of $944,100.00 https://t.co/cjQpIV05U5"
2021-04-05 23:17:02,"$FB closed $308.91
Looking for $295.55

$TSLA closed $691.05
Looking for $658.00

$QQQ closed $331.05
Looking for $… https://t.co/jm2YJgLryn"
2021-04-05 23:16:56,@imnotDG @KarmaBaccAround It was 😭😭 it was a short trading week so I just kept a cash position. Lotto’ da riot play… https://t.co/8ZeLPkWXhy
2021-04-05 23:16:49,"#FWSells $FB Taylor Susan J.S., Chief Accounting Officer of Facebook Inc sold 3,147 shares on 2021-04-01. https://t.co/PpegPiiJ0W"
2021-04-05 23:16:47,@StockMKTNewz $FB and $AMZN
2021-04-05 23:16:31, @GGgordongreggy: $A (A:ASX) due to Airtasker IPO lockup 20m shares shorted T+5 hv to now be bought back on screen. CS or insto buyer…
2021-04-05 23:16:13," @GGgordongreggy: AirTasker $A (A:ASX) with 1.6m users+. Once links with $FB or $EBAY Linked In, Monster, $SEK  $GOOG or $ABNB work,…"
2021-04-05 23:16:11,"The markets were so good for me today, I didn’t even check my Crypto! That’s when you know you had a great market d… https://t.co/Epypap8vgc"
2021-04-05 23:16:02, @GGgordongreggy: After 50% fall from IPO hi been buying @Airtasker (A:ASX)short following Credit Suisse exit is share price manipulati…
2021-04-05 23:15:07,"Why I don’t use $FB. 
💩 

$GOOGL $MFST $AAPL https://t.co/DAY4yEHZAn"
2021-04-05 23:14:47,"@FromValue I've seen many people questioning why $FB trades at such a low P/E ratio, and this is exactly why.

Ther… https://t.co/18NcmKJJhi"
2021-04-05 23:14:26,"@Spartantrader7 Sold some $FB today to start a position in $BABA, hopefully it pays off."
2021-04-05 23:14:25,"@OSD888 @TicTocTick $nvda looks primed to me...just closed s full day above that volume support...I

It could be ri… https://t.co/Xitu6i3X0l"
2021-04-05 23:14:16," @TheStreet: .@jimcramer and @byKatherineRoss discuss what cybersecurity concerns mean for Facebook ( $FB ).
https://t.co/vIUTvn6iMa"
2021-04-05 23:14:11,"+1

“I don't care about the stock price of companies I'm not proud to be a part-owner.”

Of course, to each her own… https://t.co/uoCSKj369V"
2021-04-05 23:12:51," @Beth_Kindig: Today we take a look at YoY app download data for the month of March.

$EXPE $ABNB $SNAP $BKNG $PINS $AMZN $FB $MTCH $TWTR…"
2021-04-05 23:12:26,Volume Breakout Scan: $VALE $MSFT $F $NCLH $MARA $FB $WMT $NLOK $TROX $GOOGL $LRCX $ORCL $BRKS
2021-04-05 23:10:39,Top 4 $ Bullish flow today $AAPL $MSFT $FB $TSLA https://t.co/bMOdjPYB4e
2021-04-05 23:10:31,when trading options do you care about the bid/ask spread? $gme $amc $tsla $aapl $spx $spy $fb $twtr $meli $se $sq $nnox
2021-04-05 23:10:16,"$FB... fresh highs, fresh trendline! https://t.co/FxivjUStUw"
2021-04-05 23:09:28," @FromValue: $FB

The data of 550 million people leaked on the internet, among which mine. 🤬

The stock up 3.4%.😳

Sold my shares years a…"
2021-04-05 23:08:30," @KingAce29327650: Breaking News I will be giving away $10,000 to a random follower on 12/25/21. retweet and follow to enter. $acy $nnox…"
2021-04-05 23:08:29,"S&amp;P 500,Nasdaq, Russell 2000 Technical Analysis For April 5 $AAPL $AMZN $GOOG $TSLA $IWM $NDX $FB $SPX $SQ https://t.co/mP70xrV4es"
2021-04-05 23:08:11,"🚨Someone in Japan just bought 21,500,000 yes 21.5 Million $XRP #Ripple 5 minutes ago! #XRP is up 53% on the day WOW… https://t.co/f9njpQgPyF"
2021-04-05 23:06:13,"$FB

The data of 550 million people leaked on the internet, among which mine. 🤬

The stock up 3.4%.😳

Sold my share… https://t.co/DLOihqCRce"
2021-04-05 23:06:10,"It may be bloody when banks declare their real  losses in #archegoscapital very soon, I don't understand why $ES is… https://t.co/QJMjsp12Mg"
2021-04-05 23:05:36,Does anyone have exp using the social commerce platform @Meesho_Official in 🇮🇳 or SE Asia? Interesting company/mark… https://t.co/rrbzFbkLrP
2021-04-05 23:04:53,$FB back into it's former regression channel. https://t.co/gGrMg7btsk
2021-04-05 23:03:13," @stonksrus: Is $aapl 1 day behind $googl for a strong #POP?

$spy $psfe $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $n…"
2021-04-05 23:03:08," @stonksrus: Is $aapl 1 day behind $googl for a strong #POP?

$spy $psfe $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $n…"
2021-04-05 23:03:03," @stonksrus: $msft 

I guess owning it could be a good move.  Good sign for #MARKETS!!!!!

$spy $psfe $qqq $tsla $pltr $aapl $amzn $twtr…"
2021-04-05 23:02:59," @stonksrus: #Fang Party Started!!!!!  Yes!!!  I think it could be back!!!!  Tomorrow $amzn will crank!!!

$fb had its day today!!!

$spy…"
2021-04-05 23:02:02,"#Fang Party Started!!!!!  Yes!!!  I think it could be back!!!!  Tomorrow $amzn will crank!!!

$fb had its day today… https://t.co/57GZpjbs5d"
2021-04-05 23:01:21," @JerryCap: Introducing Dynamic Ads for Streaming on $FB

""Globoplay, a Brazilian subscription video service, used Dynamic Ads for Stream…"
