0,Fri May 22 04:52:25 PDT 2009,@vanessaliang sorry 
0,Fri May 22 04:52:25 PDT 2009,I really don't want to go to school. 
0,Fri May 22 04:52:29 PDT 2009,Hnay di boi lam mat cai kep toc ma minh thich nhat. Tiec qua! 
0,Fri May 22 04:52:32 PDT 2009,@listerlives awww.  well *gives you cookies*
0,Fri May 22 04:52:32 PDT 2009,"got bleach all over my trousers, noooooooooo "
0,Fri May 22 04:52:33 PDT 2009,wishes that tomorrow would not come.  #fb
0,Fri May 22 04:52:34 PDT 2009,i think i'm sickkkk  pilek mampet batuk. hhhh going to extra rests...
0,Fri May 22 04:52:35 PDT 2009,"So, so, so tired "
0,Fri May 22 04:52:36 PDT 2009,@ihavecake Thanks! I can't go though. Booo. 
0,Fri May 22 04:52:43 PDT 2009,Had my hair cut and wanting to go the shops but it's pissing down  Where is an umbrella when you need one ??? Rihanna ??
0,Fri May 22 04:52:44 PDT 2009,stuck on my heroes_contest fic 
0,Fri May 22 04:52:45 PDT 2009,@ReeMu I got mental and physical things to do. Don't know from where to start 
0,Fri May 22 04:52:46 PDT 2009,"my new anti-virus ive just installed seems to be so effective, i struggle to open anything on the internet "
0,Fri May 22 04:52:49 PDT 2009,@BrittGoosie OOOOH! XD that aint good then 
0,Fri May 22 04:52:53 PDT 2009,is already having a very frustrating morning 
0,Fri May 22 04:52:54 PDT 2009,showdown's over but nothing is accomplished 
0,Fri May 22 04:52:54 PDT 2009,@chevale Izzat conquer our tv  I'm stuck in my own bedroom. Doing nothing. Man I'm bored!! :-/
0,Fri May 22 04:52:56 PDT 2009,In Cleveland you have to pay for sunny days 
0,Fri May 22 04:52:58 PDT 2009,"Will he get angry to us? Yesterday I joked that I'll cook grilled rabbit. Uhh, I'm so confused. "
0,Fri May 22 04:52:58 PDT 2009,@AntonetteArco tell me about it. 
0,Fri May 22 04:52:59 PDT 2009,is on a Ban for memorial weekend yes.......sigh 
0,Fri May 22 04:53:02 PDT 2009,lunch time over. Back to work 
0,Fri May 22 04:53:05 PDT 2009,@DrErotnik  Stay calm! Just think... &quot;What would Sonic do?&quot;
0,Fri May 22 04:53:05 PDT 2009,@mayurjango It was bcoz of approving comments together that caused enormous outgoing email notifications leading to suspension of acc 
0,Fri May 22 04:53:11 PDT 2009,Sad... Senior exams start today which means soon i'll be stuck without mnm forever...  and because one acts are this weekend and i cant go
0,Fri May 22 04:53:12 PDT 2009,@aMiseryBusiness cuz i dont think i can take it if he pass away 
0,Fri May 22 04:53:12 PDT 2009,@justinmoorhouse no unfortunately not got a ticket  bet you cant wait x
0,Fri May 22 04:53:14 PDT 2009,@marcnobbs Send some over here Pleeeeeese. Haven't had decent fish and chips since the day I travelled over. 
0,Fri May 22 04:53:14 PDT 2009,@rachinabox part of this http://tinyurl.com/d7ezul you busy then? 
0,Fri May 22 04:53:19 PDT 2009,@Lollipopins @TheMakeupMuse @appletartlet don't get me started - slightly OCD here - numbers are a huge part of my obsession  lol
0,Fri May 22 04:53:23 PDT 2009,On the Marc train waiting for take off.  The heat is on 
0,Fri May 22 04:53:24 PDT 2009,@KayleighHouston - Kay-leb they have taken away the screening we were going to go to   You free Tuesday afternoon instead?
0,Fri May 22 04:53:29 PDT 2009,wow that was possibly the worst exam in my life!!!! 
0,Fri May 22 04:53:32 PDT 2009,Waiting in the Cincinatti airport for the next flight  borreed
0,Fri May 22 04:53:32 PDT 2009,I seriously NEED a car! 
0,Fri May 22 04:53:34 PDT 2009,"praying for the repose of the soul of Jane Yoensky, a former co-worker. "
0,Fri May 22 04:53:38 PDT 2009,Girlfriends car got broke into 
0,Fri May 22 04:53:39 PDT 2009,Long Weekends ahead! No plans yet   Should I go to Virginia beach?
0,Fri May 22 04:53:43 PDT 2009,Receiving the International Herald Tribune at home for one month free = ultra luxurious. Mail arriving only after 11am: damn! Conclusion 
0,Fri May 22 04:53:46 PDT 2009,sina has to be in hospital.. 
0,Fri May 22 04:53:46 PDT 2009,Good morning tweets... I'm at the airport waiting 4 my flight pray 4 me I don't like flying 
0,Fri May 22 04:53:49 PDT 2009,fucking twitter! 
0,Fri May 22 04:53:51 PDT 2009,"@Brunty Blarg~  took sleepy medicine because I was in a lot of pain, was hoping it was keep me asleep for longer."
0,Fri May 22 04:53:51 PDT 2009,Just woke up to get ready 4 school  so tired!!!!!!!!
0,Fri May 22 04:53:52 PDT 2009,@daninater What kind of sexual favor?  I could use $500.  You could have given it to me. 
0,Fri May 22 04:53:52 PDT 2009,Sigh. Yoghurt packaging is so complicated. I just want to eat the stuff inside 
0,Fri May 22 04:53:53 PDT 2009,WOAH...I'm still shaking. A cop pulled me over on the Hwy. I thought I was going to get a speeding ticket (even though I wasn't speeding) 
0,Fri May 22 04:53:54 PDT 2009,@mallorymckay I did go's to lusso ...  But I did not see you ... 
0,Fri May 22 04:53:55 PDT 2009,About to head off to a beach campsite and no t or internet til Sunday 
0,Fri May 22 04:53:56 PDT 2009,dreading brushing my teeth b/c i just had oatmeal and i know the combo of oat and mint aren't going to be tasty 
0,Fri May 22 04:53:58 PDT 2009,On another note tho..ever had sum1 call u..WAKE U UP OUTTA YA SLEEP...only 2 talk 2 u for 2 fuckin minutes? SMFH...Never again 
0,Fri May 22 04:54:08 PDT 2009,@melvolner we are going to dr forlexi at 9 so we wont bethere either 
0,Fri May 22 04:54:10 PDT 2009,"@mzlonelyme haha was getting worried without you updating after a couple days! willdo, cept im only there a couple hours for transit "
0,Fri May 22 04:54:15 PDT 2009,card used in Pakistan to buy diamond jewellery  
0,Fri May 22 04:54:16 PDT 2009,"@tweegygibson Ummmm, I have nothing planned at all! Was going to go ice skating but too late. "
0,Fri May 22 04:54:19 PDT 2009,hopes her headache goes away before the cinema this evening 
0,Fri May 22 04:54:21 PDT 2009,"@reeses2mommy  well there's a plus!    Court had to work mad early today...   we were awake at 5, she left by 6:10 long days  beach soon?"
0,Fri May 22 04:54:24 PDT 2009,"@pascalgrob I'm not feeling well either but if I tell my dad that, I won't be allowed to the beach tomorrow "
0,Fri May 22 04:54:25 PDT 2009,wishes she had more money to make more jewellery 
0,Fri May 22 04:54:28 PDT 2009,of to give letting agency the last of my pennys 
0,Fri May 22 04:54:29 PDT 2009,Has just gone and said something tht came out wrong woops 
0,Fri May 22 04:54:30 PDT 2009,where is he? hmmmm he didnt even reply to me this morning  oh well stayed up til 12 speaking to him last night
0,Fri May 22 04:54:33 PDT 2009,"@pprlisa Oh right, no show tonight for you.  Have an awesome time in Vegas! Do some November scouting, okay?"
0,Fri May 22 04:54:35 PDT 2009,Goodmorning! i dont want to go to work today  but at least its friday which means 4 day weekend to spend with my love!!!!
0,Fri May 22 04:54:38 PDT 2009,Me debo retractar..no tiene soporte tweetpic  
0,Fri May 22 04:54:38 PDT 2009,No twitter access where I'm going  No internet access either 
0,Fri May 22 04:54:39 PDT 2009,I got million mental and physical things to do  would 24 hours be enough?
0,Fri May 22 04:54:41 PDT 2009,only just realised that her last exam isn't the 11th... got a 2 hour written music exam on the 20th 
0,Fri May 22 04:54:41 PDT 2009,"movie is slow ~ sad, awww. Weird seeing Adam Sandler depressed!  Re Twin Towers; gawd I remember that day!! 1st cstmrs were from USA "
0,Fri May 22 04:54:44 PDT 2009,My puppy went to surgery and i almost cried 
0,Fri May 22 04:54:45 PDT 2009,Sun...where did you go?! 
0,Fri May 22 04:54:51 PDT 2009,Failed it people the gods of driving aren't with me  next time
0,Fri May 22 04:54:52 PDT 2009,Damn I slept 3 hours and 30 minutes! Oh man def not cool. 
0,Fri May 22 04:54:52 PDT 2009,@iLoveMyE71 I'm hungry. Want to eat la 
0,Fri May 22 04:54:55 PDT 2009,I just realized i wasted my 300th tweet 
0,Fri May 22 04:54:56 PDT 2009,stuck in traffic. 
0,Fri May 22 04:54:59 PDT 2009,Forgot to rent the movie..so nothing to watch on the weekend. 
0,Fri May 22 04:54:59 PDT 2009,"Sitting in a bid-writing workshop, completely out of my depth "
0,Fri May 22 04:54:59 PDT 2009,hates reduit!!!! 
0,Fri May 22 04:55:00 PDT 2009,for some reason????searching for people on twitter comes up with no results  hope its not server probs!
0,Fri May 22 04:55:01 PDT 2009,Slowest sandwich bar EVER. And it's in-house 
0,Fri May 22 04:55:07 PDT 2009,no more carbs after midnite  
0,Fri May 22 04:55:09 PDT 2009,Good Morning!! I just woke up. I have a terrible headache 
0,Fri May 22 04:55:13 PDT 2009,@nuttyhazelnut omg there was leftovers? thankfully i wasnt there ! i wouldve ate it all! 
0,Fri May 22 04:55:14 PDT 2009,"was almost in a wreck and mcdonalds was too crowded for me to stop, so now i'm shaking AND hungry "
0,Fri May 22 04:55:16 PDT 2009,"@ashleigh92 aww baby  wheres your umbrelly? haha, i love you xxx"
0,Fri May 22 04:55:21 PDT 2009,woke up to early 
0,Fri May 22 04:55:25 PDT 2009,"The rain still persists here in Gainesville, FL. Hope not too many vacations to central FL this week got ruined by this weather "
0,Fri May 22 04:55:25 PDT 2009,"For god's sake, this is not Karunanidhi's govt! http://tinyurl.com/qvs6k9 (via @shankargan)  ????????? ???? ????? ???????????. ?????????? "
0,Fri May 22 04:55:25 PDT 2009,Triffic ...Archie (dog) is drenched and comes to say hello. Now we're both wet 
0,Fri May 22 04:55:26 PDT 2009,"@awollenberg Oh that's a nightmare  Am surprised at FireFox, although have had couple of minor probs w/ it lately myself."
0,Fri May 22 04:55:28 PDT 2009,@BattleshipMatt I can't remember being on twitter  I wondered why my i suddenly started getting followed by my drunk tweets
0,Fri May 22 04:55:34 PDT 2009,midnight last night - money goes into my account.... midday today money goes out of my account 
0,Fri May 22 04:55:34 PDT 2009,@SaveOurShoes me too 
0,Fri May 22 04:55:35 PDT 2009,next monday = exam week 
0,Fri May 22 04:55:35 PDT 2009,@synchronise my room is the only one in the house that doesn't get ac very well. It is almost always hot in my room. 
0,Fri May 22 04:55:40 PDT 2009,@davidmassacre insane played all at sea. i miss the singalong here witchu 
0,Fri May 22 04:55:43 PDT 2009,"@BizzyBiz516 call me! we kept missing one another yesterday, No i wasnt with Mr.Biggz! lol,hes in Miami with Fab "
0,Fri May 22 04:55:43 PDT 2009,Omgggg x there is nothing to do x someone follow me x no one to talk to x 
0,Fri May 22 04:55:45 PDT 2009,"@Kat_La Cookies are good, but mine always get stolen "
0,Fri May 22 04:55:46 PDT 2009,"if anyone's free next week, going to be part of creative sydney's opening. Shame nobody can just writing &quot;communitychannel&quot; properly "
0,Fri May 22 04:55:49 PDT 2009,Back to the hospital 
0,Fri May 22 04:55:57 PDT 2009,"At school, chem test is first period "
0,Fri May 22 04:55:58 PDT 2009,"@wisekaren Oh no! Poor thing. Lousy weather for it, too. And on a Friday. "
0,Fri May 22 04:55:59 PDT 2009,I think Im coming down with a cold... during my 3day weekend 
0,Fri May 22 04:56:00 PDT 2009,"Uhh, being at work right now totally sucks. I want to go back to sleep. "
0,Fri May 22 04:56:01 PDT 2009,Hey @kiddshow buenas mornings! Mi pelo is tangly   (kiddlive live &gt; http://ustre.am/2FUW)
0,Fri May 22 04:56:02 PDT 2009,@kyle270 i left it at home today cause it was sunny earlier  haha.what you doing now?love you x
0,Fri May 22 04:56:04 PDT 2009,thi xog vog cuoi roi. Te nhu chua bao h te hon. Hik. Cbi tinh than thi Nga thu 2 toi thoi  k mog avtomat nua roi 
0,Fri May 22 04:56:05 PDT 2009,I am revising....AGAIN!!!  internet security gefallt mir nicht so gut BOOoo lol. And then i gotta revise programmalamming  WAaaa lol.
0,Fri May 22 04:56:05 PDT 2009,Lunch time just gone outside what a horrible day 
0,Fri May 22 04:56:06 PDT 2009,&lt;3 no more tweeting before sunday 
0,Fri May 22 04:56:07 PDT 2009,@mayblue85 really? awww. 
0,Fri May 22 04:56:09 PDT 2009,1 hour of me convincing and 5 minutes of her breaking up with me. Must've been a much more terrible boyfriend than I realized. 
0,Fri May 22 04:56:10 PDT 2009,Very vexed for A&amp;B twitter teacher   @mwclarkson @whereisab @jayerichards @schoolduggery
0,Fri May 22 04:56:11 PDT 2009,i want to go home 
0,Fri May 22 04:56:13 PDT 2009,I'm not ready for it to be 90 degrees 
0,Fri May 22 04:56:17 PDT 2009,"@tejasjulia Insomnia sucks, I hear. Den has it often. I wish I could help you out. "
